Article Number,Name of the Offer,Card name,Card language,condition,auction date,number of bids,final bid,currency,shipping fee,seller,items sold by seller,images,local path,auction type,url
185280674734,Pokemon Karten PSA 10 Onix 56/102 1st Edition Base Set,Onix,English,Gebraucht,2022-02-10 21:19:36,37,"270,89",EUR,11.89,woolsluk,390,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Onix/English/270,89/Pokemon Karten PSA 10 Onix 56/102 1st Edition Base Set",Auction,https://www.ebay.de/itm/185280674734?hash=item2b2396bbae:g:kjEAAOSwr15f0gBR
353896208159,PSA 10 1999 Pokemon Karte Base Set Energy Retrieval Gem Mint schattenfreie Sneak...,,,Gebraucht,2022-02-10 21:07:12,,"47,63",EUR,11.55,gemmint-10,141,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/47,63/PSA 10 1999 Pokemon Karte Base Set Energy Retrieval Gem Mint schattenfreie Sneak...",Sofort-Kaufen,https://www.ebay.de/itm/353896208159?hash=item5265db971f:g:4tQAAOSwL3xh~9xX
353896173319,1999 Pokemon Base Set schattenfreie #45 Caterpie Karte PSA 10 Gem mint,Caterpie,English,Gebraucht,2022-02-10 21:03:44,,"89,30",EUR,10.99,gemmint-10,141,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Caterpie/English/89,30/1999 Pokemon Base Set schattenfreie #45 Caterpie Karte PSA 10 Gem mint",Sofort-Kaufen,https://www.ebay.de/itm/353896173319?hash=item5265db0f07:g:r~wAAOSwx9Bh~9Nu
255372731102,Pokemon PONYTA - Shadowless - Base Set - PSA 10 GEM MT - 1999 - english - #60,Ponyta,English,Gebraucht,2022-02-10 15:14:28,,"80,00",EUR,Kostenloser Versand,nigel_wenzel,1991,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Ponyta/English/80,00/Pokemon PONYTA - Shadowless - Base Set - PSA 10 GEM MT - 1999 - english - #60",Sofort-Kaufen,https://www.ebay.de/itm/255372731102?hash=item3b7566a2de:g:ciIAAOSwAIph~7rf
255372727060,Pokemon SQUIRTLE - Shadowless - Base Set - PSA 10 GEM MT - 1999 - english - #63,Squirtle,English,Gebraucht,2022-02-10 13:06:37,,"323,00",EUR,Kostenloser Versand,nigel_wenzel,1991,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Squirtle/English/323,00/Pokemon SQUIRTLE - Shadowless - Base Set - PSA 10 GEM MT - 1999 - english - #63",Preisvorschlag akzeptiert,https://www.ebay.de/itm/255372727060?hash=item3b75669314:g:LNUAAOSwgYth~7pB
325040706112,pokemon Mc Donalds base set starter CGC 9 PSA10,,,Gebraucht,2022-02-10 09:34:29,1,"60,00",EUR,4.99,sandrablauber,226,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/60,00/pokemon Mc Donalds base set starter CGC 9 PSA10",Auction,https://www.ebay.de/itm/325040706112?hash=item4badef9240:g:-LUAAOSwWFtiA3wp
284018948532,Pokemon PSA 10 Mewtwo 1st Edition Korean Base Set #10 - GEM MINT,Mewtwo,English,Gebraucht,,,"3.999,00",EUR,16.00,mirmex,2263,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Mewtwo/English/3.999,00/Pokemon PSA 10 Mewtwo 1st Edition Korean Base Set #10 - GEM MINT",Sofort-Kaufen,https://www.ebay.de/itm/284018948532?hash=item4220d939b4:g:mbQAAOSw5K5fZgko
185279498483,Pokemon Karten Psa 10 Tangela 66/102 1. Auflage Basisset,Tangela,English,Gebraucht,2022-02-09 20:43:12,27,"176,43",EUR,14.15,woolsluk,390,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Tangela/English/176,43/Pokemon Karten Psa 10 Tangela 66/102 1. Auflage Basisset",Auction,https://www.ebay.de/itm/185279498483?hash=item2b2384c8f3:g:aPwAAOSwNDVf0h9K
185279497483,Pokemon Karten PSA 10 Sandshrew 62/102 1st Edition Base Set,Sandshrew,English,Gebraucht,2022-02-09 20:42:28,28,"172,07",EUR,11.89,woolsluk,390,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Sandshrew/English/172,07/Pokemon Karten PSA 10 Sandshrew 62/102 1st Edition Base Set",Auction,https://www.ebay.de/itm/185279497483?hash=item2b2384c50b:g:28QAAOSwZ-9f0h0L
353840562342,PSA 10 - 1999 Pokemon DRATINI - 26/102 - 1. Edition - Base Set DE,Dratini,English,Gebraucht,2022-02-09 08:13:40,,"199,99",EUR,4.99,vispri-21,214,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Dratini/English/199,99/PSA 10 - 1999 Pokemon DRATINI - 26/102 - 1. Edition - Base Set DE",Preisvorschlag akzeptiert,https://www.ebay.de/itm/353840562342?hash=item52628a80a6:g:9yMAAOSwa9xh06c0
284630737307,PSA 10 Gem MT 1st Edition schattenfreie Base Set Artikel Finder 74/102 Pokemon K...,,,Gebraucht,2022-02-09 00:17:01,20,"247,08",EUR,21.80,the_sacred_one,541,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/247,08/PSA 10 Gem MT 1st Edition schattenfreie Base Set Artikel Finder 74/102 Pokemon K...",Auction,https://www.ebay.de/itm/284630737307?hash=item424550619b:g:UYMAAOSwtA5h9cpc
284630315701,PSA 10 Gem MT 1st Edition schattenfreie Base Set Staryu 65/102 Pokémon Karte.,Staryu,English,Gebraucht,2022-02-08 20:45:58,24,"125,02",EUR,19.17,the_sacred_one,541,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Staryu/English/125,02/PSA 10 Gem MT 1st Edition schattenfreie Base Set Staryu 65/102 Pokémon Karte.",Auction,https://www.ebay.de/itm/284630315701?hash=item424549f2b5:g:WUoAAOSwjbph9KzA
284629455368,PSA 10 Gem MT 1st Edition schattenfreie Base Set Metapod 54/102 Pokemon Karte.,Metapod,English,Gebraucht,2022-02-08 20:40:48,17,"127,40",EUR,19.23,the_sacred_one,541,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Metapod/English/127,40/PSA 10 Gem MT 1st Edition schattenfreie Base Set Metapod 54/102 Pokemon Karte.",Auction,https://www.ebay.de/itm/284629455368?hash=item42453cd208:g:Cd0AAOSwTTNh9KpV
284629452136,PSA 10 Gem MT 1st Edition schattenfreie Base Set Charmander 46/102 Pokémon Karte...,Charmander,English,Gebraucht,2022-02-08 20:35:35,39,"1.244,22",EUR,49.19,the_sacred_one,541,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/English/1.244,22/PSA 10 Gem MT 1st Edition schattenfreie Base Set Charmander 46/102 Pokémon Karte...",Auction,https://www.ebay.de/itm/284629452136?hash=item42453cc568:g:hWIAAOSw86Fh9Kk~
175137380595,Golda zammazenta V PSA 10 2020 swsh Base Set,,,Gebraucht,2022-02-08 00:37:44,2,"71,44",EUR,17.06,a_lone_collector,206,[],,Auction,https://www.ebay.de/itm/175137380595?hash=item28c70058f3:g:-hkAAOSwR3Jh-HJj
255367886407,Pokemon DEWGONG - 1St Edition - PSA 10 GEM MT - Base Set # 25 - english,Dewgong,English,Gebraucht,2022-02-07 18:27:53,,"377,00",EUR,Kostenloser Versand,nigel_wenzel,1991,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Dewgong/English/377,00/Pokemon DEWGONG - 1St Edition - PSA 10 GEM MT - Base Set # 25 - english",Preisvorschlag akzeptiert,https://www.ebay.de/itm/255367886407?hash=item3b751cb647:g:iRQAAOSwVg1h-~Pl
255367880139,Pokemon FARFETCH`D - 1St Edition - PSA 10 GEM MT - Base Set # 27 - english,,,Gebraucht,2022-02-07 18:27:49,,"433,00",EUR,Kostenloser Versand,nigel_wenzel,1991,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/433,00/Pokemon FARFETCH`D - 1St Edition - PSA 10 GEM MT - Base Set # 27 - english",Preisvorschlag akzeptiert,https://www.ebay.de/itm/255367880139?hash=item3b751c9dcb:g:l1IAAOSwiE1h-~Kp
255367876045,Pokemon WEEDLE - 1St Edition - PSA 10 GEM MT - Base Set # 69 - english,Weedle,English,Gebraucht,2022-02-07 18:27:46,,"288,00",EUR,Kostenloser Versand,nigel_wenzel,1991,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Weedle/English/288,00/Pokemon WEEDLE - 1St Edition - PSA 10 GEM MT - Base Set # 69 - english",Preisvorschlag akzeptiert,https://www.ebay.de/itm/255367876045?hash=item3b751c8dcd:g:KqIAAOSwmkNh-~Il
255367871353,Pokemon RATICATE - 1St Edition - PSA 10 GEM MT - Base Set # 40 - english,Raticate,English,Gebraucht,2022-02-07 18:27:42,,"338,00",EUR,Kostenloser Versand,nigel_wenzel,1991,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Raticate/English/338,00/Pokemon RATICATE - 1St Edition - PSA 10 GEM MT - Base Set # 40 - english",Preisvorschlag akzeptiert,https://www.ebay.de/itm/255367871353?hash=item3b751c7b79:g:n44AAOSwHjBh-~Fj
133994459753,Pokemon Karte-PSA 10 Charmander schattenfreie Base Set 46/102,Charmander,English,Gebraucht,2022-02-07 12:48:30,,"297,66",EUR,16.93,shinykarpkarp,254,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/English/297,66/Pokemon Karte-PSA 10 Charmander schattenfreie Base Set 46/102",Preisvorschlag akzeptiert,https://www.ebay.de/itm/133994459753?hash=item1f32b13269:g:aU8AAOSwYCxhkCGN
325020023623,FARFETCH würde 27/102 | PSA 10 | 1999 | Base Set Pokemon Karte,,,Gebraucht,2022-02-07 09:42:56,,"75,00",EUR,12.14,goldsaucergames,10614,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/75,00/FARFETCH würde 27/102 | PSA 10 | 1999 | Base Set Pokemon Karte",Sofort-Kaufen,https://www.ebay.de/itm/325020023623?hash=item4bacb3fb47:g:5U8AAOSwjPRh8-NC
353896168009,1999 Pokemon Karte PSA 10 Gem Mint Base Set schattenfreie #52 Machop,Machop,English,Gebraucht,2022-02-06 22:38:56,,"65,49",EUR,11.94,gemmint-10,141,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Machop/English/65,49/1999 Pokemon Karte PSA 10 Gem Mint Base Set schattenfreie #52 Machop",Sofort-Kaufen,https://www.ebay.de/itm/353896168009?hash=item5265dafa49:g:eFEAAOSwLHFh~9Dw
265525932114,1999 Pokemon German Pikachu 1st Edition 1. Base Set 58/102 Deutsch PSA 10,Pikachu,English,Gebraucht,2022-02-06 22:02:47,35,"366,00",EUR,Kostenloser Versand,stumbes16,224,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/366,00/1999 Pokemon German Pikachu 1st Edition 1. Base Set 58/102 Deutsch PSA 10",Auction,https://www.ebay.de/itm/265525932114?hash=item3dd2943052:g:kl0AAOSwKd9h6Y2R
165308973956,Pokemon Karte Pokedex #87/102 1st Edition Deutsch Base Set PSA 10 Mint,,,Gebraucht,2022-02-06 21:34:57,22,"88,90",EUR,4.99,gummistiefel1900,97,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/88,90/Pokemon Karte Pokedex #87/102 1st Edition Deutsch Base Set PSA 10 Mint",Auction,https://www.ebay.de/itm/165308973956?hash=item267d2ec384:g:rr0AAOSwWyph9vYF
165308971477,Pokemon Karte Pokemon-Züchter #76/102 1st Edition Deutsch Base Set PSA 10 Mint,,,Gebraucht,2022-02-06 21:32:00,11,"86,00",EUR,4.99,gummistiefel1900,97,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/86,00/Pokemon Karte Pokemon-Züchter #76/102 1st Edition Deutsch Base Set PSA 10 Mint",Auction,https://www.ebay.de/itm/165308971477?hash=item267d2eb9d5:g:UaoAAOSwSplh9vWe
165308968848,Pokemon Karte Vulpix #68/102 1st Edition Deutsch Base Set PSA 10 Mint,Vulpix,English,Gebraucht,2022-02-06 21:29:39,27,"102,50",EUR,4.99,gummistiefel1900,97,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Vulpix/English/102,50/Pokemon Karte Vulpix #68/102 1st Edition Deutsch Base Set PSA 10 Mint",Auction,https://www.ebay.de/itm/165308968848?hash=item267d2eaf90:g:fLMAAOSwzG5h9vT-
165308966357,Pokemon Karte Voltobal #67/102 1st Edition Deutsch Base Set PSA 10 Mint,Voltorb,German,Gebraucht,2022-02-06 21:26:51,27,"81,00",EUR,4.99,gummistiefel1900,97,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Voltorb/German/81,00/Pokemon Karte Voltobal #67/102 1st Edition Deutsch Base Set PSA 10 Mint",Auction,https://www.ebay.de/itm/165308966357?hash=item267d2ea5d5:g:Ms4AAOSwc-Jh9vRZ
393222784713,"Pokemon Base Set Charizard Shadowless Holo 4/102 Psa9 STRONG (Psa10/Bgs 9,5?)",Charizard,English,Gebraucht,2022-02-06 21:25:56,,"7.500,00",EUR,280.00,alessper-86,45,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charizard/English/7.500,00/Pokemon Base Set Charizard Shadowless Holo 4/102 Psa9 STRONG (Psa10/Bgs 9,5?)",Preisvorschlag akzeptiert,https://www.ebay.de/itm/393222784713?hash=item5b8de786c9:g:18wAAOSw~gRgXmPI
165308964638,Pokemon Karte Digdri #19/102 1st Edition Deutsch Base Set PSA 10 Mint,Dugtrio,German,Gebraucht,2022-02-06 21:24:19,25,"102,01",EUR,4.99,gummistiefel1900,97,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Dugtrio/German/102,01/Pokemon Karte Digdri #19/102 1st Edition Deutsch Base Set PSA 10 Mint",Auction,https://www.ebay.de/itm/165308964638?hash=item267d2e9f1e:g:E-QAAOSwoOth9vPf
224815599800,[Pokemon PSA 10 Karte] 1st Edition Base Basis Set Starter - Bisaknosp - Deutsch,Ivysaur,German,Gebraucht,2022-02-06 20:14:17,41,"231,00",EUR,4.99,darki06,297,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Ivysaur/German/231,00/[Pokemon PSA 10 Karte] 1st Edition Base Basis Set Starter - Bisaknosp - Deutsch",Auction,https://www.ebay.de/itm/224815599800?hash=item34580dd0b8:g:JzkAAOSw7TRh7agQ
393906427131,Pokémon Schiggy 63/102 1.Edition Base Set German PSA 10,Squirtle,German,Gebraucht,2022-02-06 20:12:14,19,"323,51",EUR,4.99,pokesonbla,121,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Squirtle/German/323,51/Pokémon Schiggy 63/102 1.Edition Base Set German PSA 10",Auction,https://www.ebay.de/itm/393906427131?hash=item5bb6a714fb:g:xDoAAOSw6Ohh8U3C
353869862502,PSA 10 - 1999 Pokemon NIDORINO - 37/102 - 1. Edition - Base Set DE,Nidorino,English,Gebraucht,2022-02-06 12:55:42,,"139,99",EUR,4.99,vispri-21,214,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Nidorino/English/139,99/PSA 10 - 1999 Pokemon NIDORINO - 37/102 - 1. Edition - Base Set DE",Preisvorschlag akzeptiert,https://www.ebay.de/itm/353869862502?hash=item5264499666:g:BmMAAOSw7ENh62nW
175129757902,Pokemon Quappo Holo 1. Edition Deutsch 13/102 Base Set PSA 10 Gem Mint Original,Poliwrath,German,Gebraucht,2022-02-05 21:41:21,1,"1.700,00",EUR,1.95,cas-party,12,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Poliwrath/German/1.700,00/Pokemon Quappo Holo 1. Edition Deutsch 13/102 Base Set PSA 10 Gem Mint Original",Auction,https://www.ebay.de/itm/175129757902?hash=item28c68c08ce:g:VMgAAOSw-T5h8a8L
265530663608,POKEMON BASE SPR.ENERGIE ABSAUGER 1.EDITION 79/102/1999  PSA 10,,,Gebraucht,2022-02-05 20:56:15,1,"80,00",EUR,8.49,dane662,77,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/80,00/POKEMON BASE SPR.ENERGIE ABSAUGER 1.EDITION 79/102/1999  PSA 10",Auction,https://www.ebay.de/itm/265530663608?hash=item3dd2dc62b8:g:AsIAAOSwKPxh7Gdy
325025124080,Pokemon 1999 Base Set Pikachu - PSA 10 - YELLOW CHEEKS,Pikachu,English,,2022-02-05 20:00:40,19,"131,00",EUR,4.99,askordie,127,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/131,00/Pokemon 1999 Base Set Pikachu - PSA 10 - YELLOW CHEEKS",Auction,https://www.ebay.de/itm/325025124080?hash=item4bad01cef0:g:8loAAOSw1CRh2v-G
134009831100,Pokemon Karte-PSA 10 Squirtle chinesische Base Set 63/102 Low POP!,Squirtle,English,Gebraucht,2022-02-05 17:38:53,,"196,46",EUR,14.75,shinykarpkarp,254,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Squirtle/English/196,46/Pokemon Karte-PSA 10 Squirtle chinesische Base Set 63/102 Low POP!",Sofort-Kaufen,https://www.ebay.de/itm/134009831100?hash=item1f339bbebc:g:eLEAAOSwft5h9sGJ
384680982460,Pokemon PSA 10 Bisasam 44/102 Base Set 1 Edition GEM MINT Vintage Bulbasaur DE,Bulbasaur,German,Gebraucht,2022-02-04 18:09:34,,"330,00",EUR,Kostenloser Versand,goldencardz,108,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Bulbasaur/German/330,00/Pokemon PSA 10 Bisasam 44/102 Base Set 1 Edition GEM MINT Vintage Bulbasaur DE",Sofort-Kaufen,https://www.ebay.de/itm/384680982460?hash=item5990c5f7bc:g:9mUAAOSwKdRh4vMe
384680982507,Pokemon PSA 10 Glumanda 46/102 Base Set 1 Edition GEM MINT Vintage Charmander,Charmander,German,Gebraucht,2022-02-04 18:08:52,,"350,00",EUR,Kostenloser Versand,goldencardz,108,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charmander/German/350,00/Pokemon PSA 10 Glumanda 46/102 Base Set 1 Edition GEM MINT Vintage Charmander",Sofort-Kaufen,https://www.ebay.de/itm/384680982507?hash=item5990c5f7eb:g:i-sAAOSwl6dh4vO0
284630318149,Pokemon Schwert & Schild Base Snorlax Vmax Rainbow Geheimnis-PSA 10,Snorlax,English,Gebraucht,2022-02-03 21:04:19,27,"149,37",EUR,13.74,allthingstcg,588,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Snorlax/English/149,37/Pokemon Schwert & Schild Base Snorlax Vmax Rainbow Geheimnis-PSA 10",Auction,https://www.ebay.de/itm/284630318149?hash=item424549fc45:g:I88AAOSwaydh9XGP
284630317418,Pokemon Schwert & Schild Base zamazenta Gold-PSA 10,,,Gebraucht,2022-02-03 21:03:08,14,"81,20",EUR,12.28,allthingstcg,588,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/81,20/Pokemon Schwert & Schild Base zamazenta Gold-PSA 10",Auction,https://www.ebay.de/itm/284630317418?hash=item424549f96a:g:x~YAAOSw4ORh9XFi
284630316929,Pokemon Schwert & Schild Base Snorlax Vmax-PSA 10,Snorlax,English,Gebraucht,2022-02-03 21:02:24,26,"73,96",EUR,12.12,allthingstcg,588,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Snorlax/English/73,96/Pokemon Schwert & Schild Base Snorlax Vmax-PSA 10",Auction,https://www.ebay.de/itm/284630316929?hash=item424549f781:g:uFAAAOSwhTVh9XE7
284630316335,Pokemon Schwert & Schild Base Quick Ball Gold-PSA 10,,,Gebraucht,2022-02-03 21:01:23,14,"48,82",EUR,11.58,allthingstcg,588,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/48,82/Pokemon Schwert & Schild Base Quick Ball Gold-PSA 10",Auction,https://www.ebay.de/itm/284630316335?hash=item424549f52f:g:ZyMAAOSwzY1h9XD7
284630277381,Pokemon Schwert & Schild Base Snorlax V-PSA 10,Snorlax,English,Gebraucht,2022-02-03 19:37:10,14,"36,91",EUR,11.32,allthingstcg,588,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Snorlax/English/36,91/Pokemon Schwert & Schild Base Snorlax V-PSA 10",Auction,https://www.ebay.de/itm/284630277381?hash=item4245495d05:g:XzgAAOSwnRFh9Wo9
284630276491,Pokemon Schwert & Schild Base Lapras Vmax Rainbow Geheimnis-PSA 10,Lapras,English,Gebraucht,2022-02-03 19:36:50,12,"54,77",EUR,11.70,allthingstcg,588,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Lapras/English/54,77/Pokemon Schwert & Schild Base Lapras Vmax Rainbow Geheimnis-PSA 10",Auction,https://www.ebay.de/itm/284630276491?hash=item424549598b:g:O5QAAOSwcXxh9WoM
255311929043,Pokemon SANDSHREW- 1St Edition - Base Set # 62 - PSA 10 GEM MT - english,,,Gebraucht,2022-02-03 15:59:06,,"329,00",EUR,Kostenloser Versand,nigel_wenzel,1991,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/None/None/329,00/Pokemon SANDSHREW- 1St Edition - Base Set # 62 - PSA 10 GEM MT - english",Preisvorschlag akzeptiert,https://www.ebay.de/itm/255311929043?hash=item3b71c6ded3:g:FxkAAOSwcZ1h0yFz
255311915298,Pokemon SEEL - 1St Edition - Base Set # 41 - PSA 10 GEM MT - english,Seel,English,Gebraucht,2022-02-03 15:58:49,,"322,00",EUR,Kostenloser Versand,nigel_wenzel,1991,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Seel/English/322,00/Pokemon SEEL - 1St Edition - Base Set # 41 - PSA 10 GEM MT - english",Preisvorschlag akzeptiert,https://www.ebay.de/itm/255311915298?hash=item3b71c6a922:g:qQEAAOSwdkxh0x50
175125016722,Pokemon Bisaflor Venusaur 1st Edition Base Set Deutsch 15/102 PSA 10 (Gem Mint),Venusaur,German,Gebraucht,2022-02-02 23:12:25,34,"2.232,00",EUR,Kostenloser Versand,1maurice91,16,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Venusaur/German/2.232,00/Pokemon Bisaflor Venusaur 1st Edition Base Set Deutsch 15/102 PSA 10 (Gem Mint)",Auction,https://www.ebay.de/itm/175125016722?hash=item28c643b092:g:0VEAAOSwjl9hzbes
313859286557,Pokemon Karte Pikachu 58/102 Base Set PSA 10 englisch,Pikachu,English,Gebraucht,2022-02-02 22:15:28,20,"99,00",EUR,5.99,janmei_7663,57,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/99,00/Pokemon Karte Pikachu 58/102 Base Set PSA 10 englisch",Auction,https://www.ebay.de/itm/313859286557?hash=item491378a61d:g:h7YAAOSwFuJh-aLf
313855850847,Pokemon Karte Pikachu 58/102 Base Set PSA 10 englisch,Pikachu,English,Gebraucht,2022-02-02 20:19:55,31,"107,00",EUR,5.99,janmei_7663,57,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Pikachu/English/107,00/Pokemon Karte Pikachu 58/102 Base Set PSA 10 englisch",Auction,https://www.ebay.de/itm/313855850847?hash=item491344395f:g:SooAAOSwMgJh9trR
194784241802,Charizard Cp6 Jap Graad 10 Psa 10 No Shining Gold Star Crystal Set Base Bgs Cgc,Charizard,English,Gebraucht,2022-02-02 15:15:54,,"270,00",EUR,5.00,spad1584,162,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charizard/English/270,00/Charizard Cp6 Jap Graad 10 Psa 10 No Shining Gold Star Crystal Set Base Bgs Cgc",Preisvorschlag akzeptiert,https://www.ebay.de/itm/194784241802?hash=item2d5a0ba88a:g:Od8AAOSwxp9h91Re
224818366774,PSA 10 Charizard Holo Gem Mint feiern 4/102 Base Set Graded Pokemon Karte,Charizard,English,,2022-02-01 21:50:17,,"577,46",EUR,11.89,playskapegames,2800,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Charizard/English/577,46/PSA 10 Charizard Holo Gem Mint feiern 4/102 Base Set Graded Pokemon Karte",Sofort-Kaufen,https://www.ebay.de/itm/224818366774?hash=item3458380936:g:47UAAOSwe-xh-AnN
353884833279,Pokemon Karte Schiggy 63/102 Base Set 1 First Edition PSA 10 GEM MT German 1999,Squirtle,German,Gebraucht,2022-02-01 18:03:00,,"264,50",EUR,1.00,ironman1210,57,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Squirtle/German/264,50/Pokemon Karte Schiggy 63/102 Base Set 1 First Edition PSA 10 GEM MT German 1999",Sofort-Kaufen,https://www.ebay.de/itm/353884833279?hash=item52652e05ff:g:bT0AAOSwX4Bh99xr
384683370758,Pokémon Sterndu 65/102 BGS 9.5 PSA 10 GEM MINT Base Set 1. Edition Staryu DE,Staryu,German,Gebraucht,2022-02-01 00:47:30,,"49,24",EUR,4.30,goldencardz,108,['https://ir.ebaystatic.com/pictures/aw/pics/de/s.gif'],"cards/ebay/PSA 10s/Staryu/German/49,24/Pokémon Sterndu 65/102 BGS 9.5 PSA 10 GEM MINT Base Set 1. Edition Staryu DE",Sofort-Kaufen,https://www.ebay.de/itm/384683370758?hash=item5990ea6906:g:NdsAAOSw2hRh5QdT
